DOP, Force
-0.00436282, 0
-0.00436282, 0
-0.00436282, 0
-0.00436282, 0
-0.00436282, 0
-0.00391605, 0
-0.00391605, 0
-0.00391605, 0
-0.00391605, 0
-0.00391605, 0
-0.00351781, 0
-0.00351781, 0
-0.00351781, 0
-0.00351781, 0
-0.00351781, 0
-0.00317079, 0
-0.00317079, 0
-0.00317079, 0
-0.00317079, 0
-0.00317079, 0
-0.00288057, 0
-0.00288057, 0
-0.00288057, 0
-0.00288057, 0
-0.00288057, 0
-0.00263739, 0
-0.00263739, 0
-0.00263739, 0
-0.00263739, 0
-0.00263739, 0
-0.00243425, 0
-0.00243425, 0
-0.00243425, 0
-0.00243425, 0
-0.00243425, 0
-0.00226685, 0
-0.00226685, 0
-0.00226685, 0
-0.00226685, 0
-0.00226685, 0
-0.00213218, 0
-0.00213218, 0
-0.00213218, 0
-0.00213218, 0
-0.00213218, 0
-0.00202668, 0
-0.00202668, 0
-0.00202668, 0
-0.00202668, 0
-0.00202668, 0
-0.00194764, 0
-0.00194764, 0
-0.00194764, 0
-0.00194764, 0
-0.00194764, 0
-0.00189251, 0
-0.00189251, 0
-0.00189251, 0
-0.00189251, 0
-0.00189251, 0
-0.00185752, 0
-0.00185752, 0
-0.00185752, 0
-0.00185752, 0
-0.00185752, 0
-0.00184041, 0
-0.00184041, 0
-0.00184041, 0
-0.00184041, 0
-0.00184041, 0
-0.00183764, 0
-0.00183764, 0
-0.00183764, 0
-0.00183764, 0
-0.00183764, 0
-0.00184712, 0
-0.00184712, 0
-0.00184712, 0
-0.00184712, 0
-0.00184712, 0
-0.00186682, 0
-0.00186682, 0
-0.00186682, 0
-0.00186682, 0
-0.00186682, 0
-0.00189465, 0
-0.00189465, 0
-0.00189465, 0
-0.00189465, 0
-0.00189465, 0
-0.00193933, 0
-0.00193933, 0
-0.00193933, 0
-0.00193933, 0
-0.00193933, 0
-0.00198609, 0
-0.00198609, 0
-0.00198609, 0
-0.00198609, 0
-0.00198609, 0
-0.00203526, 0
-0.00203526, 0
-0.00203526, 0
-0.00203526, 0
-0.00203526, 0
-0.00203526, 0
-0.00203526, 0
-0.00209144, 0
-0.00209144, 0
-0.00209144, 0
-0.00209144, 0
-0.00209144, 0
-0.00214708, 0
-0.00214708, 0
-0.00214708, 0
-0.00214708, 0
-0.00214708, 0
-0.00220275, 0
-0.00220275, 0
-0.00220275, 0
-0.00220275, 0
-0.00220275, 0
-0.00224048, 0
-0.00224048, 0
-0.00224048, 0
-0.00224048, 0
