DOP, Force
-0.00460327, 0
-0.00460327, 0
-0.00460327, 0
-0.00460327, 0
-0.00460327, 0
-0.00460327, 0
-0.00460327, 0
-0.00428344, 0
-0.00428344, 0
-0.00428344, 0
-0.00428344, 0
-0.00428344, 0
-0.00396352, 0
-0.00396352, 0
-0.00396352, 0
-0.00396352, 0
-0.00396352, 0
-0.00363296, 0
-0.00363296, 0
-0.00363296, 0
-0.00363296, 0
-0.00363296, 0
-0.00329332, 0
-0.00329332, 0
-0.00329332, 0
-0.00329332, 0
-0.00329332, 0
-0.00294575, 0
-0.00294575, 0
-0.00294575, 0
-0.00294575, 0
-0.00294575, 0
-0.00260906, 0
-0.00260906, 0
-0.00260906, 0
-0.00260906, 0
-0.00260906, 0
-0.00231331, 0
-0.00231331, 0
-0.00231331, 0
-0.00231331, 0
-0.00231331, 0
-0.00208288, 0
-0.00208288, 0
-0.00208288, 0
-0.00208288, 0
-0.00208288, 0
-0.00208288, 0
-0.00190006, 0
-0.00190006, 0
-0.00190006, 0
-0.00190006, 0
-0.00190006, 0
-0.00175581, 0
-0.00175581, 0
-0.00175581, 0
-0.00175581, 0
-0.00175581, 0
-0.00164406, 0
-0.00164406, 0
-0.00164406, 0
-0.00164406, 0
-0.00164406, 0
-0.00156163, 0
-0.00156163, 0
-0.00156163, 0
-0.00156163, 0
-0.00156163, 0
-0.00150534, 0
-0.00150534, 0
-0.00150534, 0
-0.00150534, 0
-0.00150534, 0
-0.00147286, 0
-0.00147286, 0
-0.00147286, 0
-0.00147286, 0
-0.00147286, 0
-0.00142365, 0
-0.00142365, 0
-0.00142365, 0
-0.00142365, 0
-0.00142365, 0
-0.00136655, 0
-0.00136655, 0
-0.00136655, 0
-0.00136655, 0
-0.00136655, 0
-0.00133863, 0
-0.00133863, 0
-0.00133863, 0
-0.00133863, 0
-0.00133863, 0
-0.00133863, 0
-0.00131395, 0
-0.00131395, 0
-0.00131395, 0
-0.00131395, 0
-0.00131395, 0
-0.00125727, 0
-0.00125727, 0
-0.00125727, 0
-0.00125727, 0
-0.00125727, 0
-0.00115961, 0
-0.00115961, 0
-0.00115961, 0
-0.00115961, 0
-0.00115961, 0
-0.0010324, 0
-0.0010324, 0
-0.0010324, 0
-0.0010324, 0
-0.0010324, 0
-0.000905872, 0
-0.000905872, 0
-0.000905872, 0
-0.000905872, 0
-0.000905872, 0
-0.000775739, 0
-0.000775739, 0
-0.000775739, 0
-0.000775739, 0
-0.000775739, 0
-0.000648021, 0
-0.000648021, 0
-0.000648021, 0
-0.000648021, 0
-0.000648021, 0
-0.000510052, 0
-0.000510052, 0
-0.000510052, 0
-0.000510052, 0
-0.000510052, 0
-0.000327742, 0
-0.000327742, 0
-0.000327742, 0
-0.000327742, 0
-0.000327742, 0
-0.000327742, 0
-0.00014925, 0
-0.00014925, 0
-0.00014925, 0
-0.00014925, 0
-0.00014925, 0
5.75826e-05, 0.0135607
5.75826e-05, 0.0135607
5.75826e-05, 0.0135607
5.75826e-05, 0.0135607
5.75826e-05, 0.0135607
0.000240037, 0.0157245
0.000240037, 0.0157245
0.000240037, 0.0157245
0.000240037, 0.0157245
0.000240037, 0.0157245
0.000398862, 0.0191683
