DOP, Force
-0.00460666, 0
-0.00460666, 0
-0.00460666, 0
-0.00460666, 0
-0.00460666, 0
-0.0043113, 0
-0.0043113, 0
-0.0043113, 0
-0.0043113, 0
-0.0043113, 0
-0.00397956, 0
-0.00397956, 0
-0.00397956, 0
-0.00397956, 0
-0.00397956, 0
-0.00397956, 0
-0.00397956, 0
-0.00359157, 0
-0.00359157, 0
-0.00359157, 0
-0.00359157, 0
-0.00359157, 0
-0.00316366, 0
-0.00316366, 0
-0.00316366, 0
-0.00316366, 0
-0.00316366, 0
-0.00276557, 0
-0.00276557, 0
-0.00276557, 0
-0.00276557, 0
-0.00276557, 0
-0.00243393, 0
-0.00243393, 0
-0.00243393, 0
-0.00243393, 0
-0.00243393, 0
-0.0021486, 0
-0.0021486, 0
-0.0021486, 0
-0.0021486, 0
-0.0021486, 0
-0.00188802, 0
-0.00188802, 0
-0.00188802, 0
-0.00188802, 0
-0.00188802, 0
-0.00167196, 0
-0.00167196, 0
-0.00167196, 0
-0.00167196, 0
-0.00167196, 0
-0.0014921, 0
-0.0014921, 0
-0.0014921, 0
-0.0014921, 0
-0.0014921, 0
-0.0014921, 0
-0.00133202, 0
-0.00133202, 0
-0.00133202, 0
-0.00133202, 0
-0.00133202, 0
-0.00119263, 0
-0.00119263, 0
-0.00119263, 0
-0.00119263, 0
-0.00119263, 0
-0.00107254, 0
-0.00107254, 0
-0.00107254, 0
-0.00107254, 0
-0.00107254, 0
-0.000982394, 0
-0.000982394, 0
-0.000982394, 0
-0.000982394, 0
-0.000982394, 0
-0.000915938, 0
-0.000915938, 0
-0.000915938, 0
-0.000915938, 0
-0.000915938, 0
-0.000858749, 0
-0.000858749, 0
-0.000858749, 0
-0.000858749, 0
-0.000858749, 0
-0.000797477, 0
-0.000797477, 0
-0.000797477, 0
-0.000797477, 0
-0.000797477, 0
-0.00073567, 0
-0.00073567, 0
-0.00073567, 0
-0.00073567, 0
-0.00073567, 0
-0.00073567, 0
-0.00066123, 0
-0.00066123, 0
-0.00066123, 0
-0.00066123, 0
-0.00066123, 0
-0.00058974, 0
-0.00058974, 0
-0.00058974, 0
-0.00058974, 0
-0.00058974, 0
-0.000508001, 0
-0.000508001, 0
-0.000508001, 0
-0.000508001, 0
-0.000508001, 0
-0.000418426, 0
-0.000418426, 0
-0.000418426, 0
-0.000418426, 0
-0.000418426, 0
-0.000310467, 0
-0.000310467, 0
-0.000310467, 0
